,Classifier,Accuracy Train,Accuracy Dev,Accuracy Test,Weighted F1 Train,Weighted F1 Dev,Weighted F1 Test,Macro F1 Train,Macro F1 Dev,Macro F1 Test,Micro F1 Train,Micro F1 Dev,Micro F1 Test,Weighted Recall Train,Weighted Recall Dev,Weighted Recall Test,Macro Recall Train,Macro Recall Dev,Macro Recall Test,Micro Recall Train,Micro Recall Dev,Micro Recall Test
75,AdaBoost,0.853308145154204,0.834329933169187,0.846802529866479,0.854126718540768,0.833047835475607,0.85033134598525,0.650068139384917,0.3450399351553465,0.3667922577372635,0.853308145154204,0.834329933169187,0.846802529866479,0.853308145154204,0.834329933169187,0.846802529866479,0.66353770671896,0.345027247956403,0.3688427818485666,0.853308145154204,0.834329933169187,0.846802529866479
76,AdaBoost,0.83516386960724,0.833274709813577,0.829585382993675,0.854350158468404,0.848846729513338,0.849083943794546,0.690838154276687,0.41020331728196,0.400957945237735,0.83516386960724,0.833274709813577,0.829585382993675,0.83516386960724,0.833274709813577,0.829585382993675,0.717471848209104,0.4322970332547187,0.4276020053991515,0.83516386960724,0.833274709813577,0.829585382993675
77,AdaBoost,0.819919163518144,0.813225466056982,0.817990161630358,0.843130732518754,0.834914564669329,0.841773647685028,0.659620918344146,0.3972026619050113,0.396506853361692,0.819919163518144,0.813225466056982,0.817990161630358,0.819919163518144,0.813225466056982,0.817990161630358,0.643362865738596,0.423805421351101,0.4281789433089085,0.819919163518144,0.813225466056982,0.817990161630358
78,AdaBoost,0.88256743695633,0.87302145620823,0.879479971890372,0.882379287692381,0.872590488498064,0.878827143681832,0.684764019216041,0.42287946453892,0.41727718135694,0.88256743695633,0.87302145620823,0.879479971890372,0.88256743695633,0.87302145620823,0.879479971890372,0.660297367266453,0.422852792343095,0.4169415091914127,0.88256743695633,0.87302145620823,0.879479971890372
79,AdaBoost,0.890519286530181,0.891311994372142,0.895291637385804,0.88281593315001,0.881080287406448,0.886987781361916,0.653737147176323,0.42107496079929,0.4188100399180318,0.890519286530181,0.891311994372142,0.895291637385804,0.890519286530181,0.891311994372142,0.895291637385804,0.622987721833448,0.4087808829253772,0.408268929168273,0.890519286530181,0.891311994372142,0.895291637385804
80,KNN,0.94244793954837,0.889553288779458,0.894237526352775,0.93790460288998,0.881615362839766,0.887702091661891,0.6310179638243,0.426245821246926,0.42381361342276,0.94244793954837,0.889553288779458,0.894237526352775,0.94244793954837,0.889553288779458,0.894237526352775,0.564540228410182,0.415802288217739,0.4151119681192955,0.94244793954837,0.889553288779458,0.894237526352775
81,KNN,0.936253404797469,0.870559268378473,0.871398453970484,0.934917313056419,0.87186979922199,0.875421807493692,0.631096040474629,0.424869893312516,0.4201228367399378,0.936253404797469,0.870559268378473,0.871398453970484,0.936253404797469,0.870559268378473,0.871398453970484,0.582894396039651,0.4274232172433005,0.427237434117495,0.936253404797469,0.870559268378473,0.871398453970484
82,KNN,0.93577014322115,0.855082659162856,0.877723120168657,0.937469819420465,0.86467797990727,0.887044218633721,0.663544400087582,0.427848864624724,0.4562120692071058,0.93577014322115,0.855082659162856,0.877723120168657,0.93577014322115,0.855082659162856,0.877723120168657,0.629546923445462,0.444724620093268,0.4825617688648926,0.93577014322115,0.855082659162856,0.877723120168657
83,KNN,0.934188559880502,0.904678156876538,0.908643710470836,0.922176141863995,0.884261967864566,0.889247031358518,0.587918747927896,0.409514573459155,0.402387086292531,0.934188559880502,0.904678156876538,0.908643710470836,0.934188559880502,0.904678156876538,0.908643710470836,0.520195985826093,0.390700967035315,0.3854438873891245,0.934188559880502,0.904678156876538,0.908643710470836
84,KNN,0.950795184957385,0.905381639113612,0.911103302881236,0.948638237331438,0.903015287349744,0.91053068743763,0.658450653285702,0.4778226054647,0.483418587683553,0.950795184957385,0.905381639113612,0.911103302881236,0.950795184957385,0.905381639113612,0.911103302881236,0.600820368278185,0.472045085063998,0.4827263144363029,0.950795184957385,0.905381639113612,0.911103302881236
85,KNN,0.950531587733942,0.906436862469222,0.912508784258608,0.948187679368307,0.90313826907026,0.911461032993189,0.6571130581538,0.476307975027078,0.484368690955837,0.950531587733942,0.906436862469222,0.912508784258608,0.950531587733942,0.906436862469222,0.912508784258608,0.598262479724965,0.468051389493126,0.48203573724129,0.950531587733942,0.906436862469222,0.912508784258608
86,KNN,0.951454178015991,0.905733380232149,0.917076598735066,0.950570360479811,0.905553000171361,0.91722531337943,0.681544343025788,0.4868867130447512,0.498893280032769,0.951454178015991,0.905733380232149,0.917076598735066,0.951454178015991,0.905733380232149,0.917076598735066,0.63219709379638,0.48751516955556,0.501778634785962,0.951454178015991,0.905733380232149,0.917076598735066
87,KNN,0.95136631227484,0.905029897995075,0.917779339423752,0.950410138481227,0.904541172197772,0.917780872078567,0.681053720223148,0.4843421012973257,0.4997407959733168,0.95136631227484,0.905029897995075,0.917779339423752,0.95136631227484,0.905029897995075,0.917779339423752,0.631088044185083,0.4839684511406742,0.50203573724129,0.95136631227484,0.905029897995075,0.917779339423752
88,K_Means,0.1815306212107899,0.1762223003869152,0.1865776528460997,0.2475163580863224,0.2427787039883641,0.2557714768591302,0.14738808222297,0.1428363149208295,0.1501652255535209,0.181530621210789,0.1762223003869152,0.1865776528460997,0.1815306212107899,0.1762223003869152,0.1865776528460997,0.3261843060394986,0.210738995870827,0.2345206324720401,0.1815306212107899,0.1762223003869152,0.1865776528460997
89,K_Means,0.0913803707934276,0.0967288075976081,0.0899508081517919,0.1308724825396688,0.1332556971662729,0.1304442511377915,0.0942532710050201,0.1060038810123093,0.0923042520221168,0.0913803707934276,0.0967288075976081,0.0899508081517919,0.0913803707934276,0.0967288075976081,0.0899508081517919,0.356404398238518,0.3096010883917,0.3440281098684492,0.0913803707934276,0.0967288075976081,0.0899508081517919
90,K_Means,0.60170459537826,0.599366865986633,0.594869992972593,0.695903371913068,0.68950951432636,0.688255794197219,0.25920930434798,0.259156257072405,0.2548863443654046,0.60170459537826,0.599366865986633,0.594869992972593,0.60170459537826,0.599366865986633,0.594869992972593,0.359631277420117,0.390921831948038,0.440807130308094,0.60170459537826,0.599366865986633,0.594869992972593
91,K_Means,0.1390475353659608,0.1382342595849454,0.1503865073787772,0.2283108891093989,0.2253083062067615,0.2422066897019519,0.137830093046287,0.1454866543665983,0.1559680186005057,0.1390475353659608,0.1382342595849454,0.1503865073787772,0.1390475353659608,0.1382342595849454,0.1503865073787772,0.3637723355645716,0.281082323937749,0.459049749325106,0.1390475353659608,0.1382342595849454,0.1503865073787772
92,K_Means,0.1815306212107899,0.179036229335209,0.1858749121574139,0.274773428108364,0.2693504430831993,0.2776655258704276,0.1401155696925342,0.1418194262291811,0.146097167336105,0.181530621210789,0.179036229335209,0.1858749121574139,0.1815306212107899,0.1790362293352092,0.1858749121574139,0.2778948214787639,0.3070909562735175,0.485286026481552,0.1815306212107899,0.179036229335209,0.1858749121574139
93,K_Means,0.2549863808101221,0.256067534294759,0.2631763879128601,0.359893600070476,0.3559307894103862,0.368742567896931,0.1623679192874638,0.1645187837214041,0.1658494649156612,0.2549863808101221,0.256067534294759,0.2631763879128601,0.2549863808101221,0.256067534294759,0.2631763879128601,0.34071944514711,0.2095120745846022,0.2095343874534001,0.2549863808101221,0.256067534294759,0.2631763879128601
94,K_Means,0.2627624989016782,0.265564544495251,0.2687983134223471,0.374794899027836,0.3751341583679163,0.3811479539326377,0.1638402672083666,0.1654306006397745,0.1648310683882908,0.2627624989016782,0.265564544495251,0.2687983134223471,0.2627624989016782,0.265564544495251,0.2687983134223471,0.339001396326937,0.1867176707195139,0.187495564982645,0.2627624989016782,0.265564544495251,0.2687983134223471
95,K_Means,0.262718566031104,0.265564544495251,0.2687983134223471,0.37483327088183,0.3751341583679163,0.38115639588162,0.163793067629168,0.1654306006397745,0.1648631027707069,0.262718566031104,0.265564544495251,0.2687983134223471,0.262718566031104,0.265564544495251,0.2687983134223471,0.3386776496054923,0.1867176707195139,0.187495564982645,0.262718566031104,0.265564544495251,0.2687983134223471
96,Quadratic_Discriminant_Analysis,0.753975924786925,0.754484699261343,0.74771609276177,0.804412005499773,0.800911824784294,0.798323442387787,0.674421672583198,0.4031768601246939,0.389618333595017,0.753975924786925,0.754484699261343,0.74771609276177,0.753975924786925,0.754484699261343,0.74771609276177,0.77444381406847,0.4941788023111151,0.4795747525388867,0.753975924786925,0.754484699261343,0.74771609276177
97,Quadratic_Discriminant_Analysis,0.719225024163078,0.707351389377418,0.704146170063246,0.780155842996189,0.766237552996014,0.76697199494496,0.513505430555219,0.383111690368815,0.3761806419598127,0.719225024163078,0.707351389377418,0.704146170063246,0.719225024163078,0.707351389377418,0.704146170063246,0.618321659603414,0.492132343400575,0.4925491708445815,0.719225024163078,0.707351389377418,0.704146170063246
98,Quadratic_Discriminant_Analysis,0.721070204727176,0.705944424903271,0.709768095572733,0.781539457390609,0.765256314626145,0.771090760275833,0.514010237613167,0.381718105089123,0.377249524922028,0.721070204727176,0.705944424903271,0.709768095572733,0.721070204727176,0.705944424903271,0.709768095572733,0.617149224514901,0.48942185866172,0.488582079958863,0.721070204727176,0.705944424903271,0.709768095572733
99,Quadratic_Discriminant_Analysis,0.84280818908707,0.79880408019697,0.78074490513,0.87203933108063,0.828635544367497,0.818492021755778,0.47542431011747,0.4057132258541293,0.385210327962321,0.842808189087074,0.79880408019697,0.78074490513,0.84280818908707,0.79880408019697,0.78074490513,0.604695882661903,0.452453460948412,0.4350338089728757,0.84280818908707,0.79880408019697,0.78074490513
100,Quadratic_Discriminant_Analysis,0.919866444073455,0.907843826943369,0.906886858749121,0.909852079927585,0.893455197363923,0.891668749140006,0.459269830944444,0.437695421863463,0.415286263105491,0.919866444073455,0.907843826943369,0.906886858749121,0.919866444073455,0.907843826943369,0.906886858749121,0.436673247570624,0.415974973095505,0.3980537344131636,0.919866444073455,0.907843826943369,0.906886858749121
101,Quadratic_Discriminant_Analysis,0.886125999472805,0.860710517059444,0.86542515811665,0.902530060668508,0.87761920939037,0.88235861042296,0.50350967316649,0.4696728043971128,0.4650481131161348,0.886125999472805,0.860710517059444,0.86542515811665,0.886125999472805,0.860710517059444,0.86542515811665,0.592512821086444,0.524598054480647,0.521434631700732,0.886125999472805,0.860710517059444,0.86542515811665
102,Quadratic_Discriminant_Analysis,0.880766189262806,0.844530425606753,0.848910751932536,0.889977623801153,0.847694282562034,0.856707906135185,0.45818422098485,0.3813606692337609,0.3893906492133,0.880766189262806,0.844530425606753,0.848910751932536,0.880766189262806,0.844530425606753,0.848910751932536,0.485166964313485,0.3838536777108663,0.3973240776449415,0.880766189262806,0.844530425606753,0.848910751932536
103,Quadratic_Discriminant_Analysis,0.903918812055179,0.879704537460429,0.880534082923401,0.916693342569081,0.89225725358778,0.89441962408543,0.524374017249989,0.4879865896815049,0.48279676942697,0.903918812055179,0.879704537460429,0.880534082923401,0.903918812055179,0.879704537460429,0.880534082923401,0.611625946403556,0.537083361955136,0.539010155546985,0.903918812055179,0.879704537460429,0.880534082923401
104,ExtraTrees_Classifier,0.946182233547139,0.907492085824832,0.914265635980323,0.93493486695115,0.868841775347091,0.879831990758791,0.755171036764783,0.3493789905429543,0.3553586809400763,0.946182233547139,0.907492085824832,0.914265635980323,0.946182233547139,0.907492085824832,0.914265635980323,0.657198302678569,0.3501009395583846,0.352562025967348,0.946182233547139,0.907492085824832,0.914265635980323
105,ExtraTrees_Classifier,0.979351550830331,0.91030601477312,0.914265635980323,0.978098231656862,0.876074008504981,0.881483942457689,0.877816961692171,0.370699028091594,0.361783262101395,0.979351550830331,0.91030601477312,0.914265635980323,0.979351550830331,0.91030601477312,0.914265635980323,0.800911951640359,0.362096337172471,0.3561763722843553,0.979351550830331,0.91030601477312,0.914265635980323
106,ExtraTrees_Classifier,0.979263685089183,0.9110094970102,0.915319747013352,0.97799277531384,0.877045445478601,0.883732372604639,0.877557889212378,0.373037714193549,0.368660754576701,0.979263685089183,0.9110094970102,0.915319747013352,0.979263685089183,0.9110094970102,0.915319747013352,0.8004183102536,0.363451579541898,0.3601763722843553,0.979263685089183,0.9110094970102,0.915319747013352
107,ExtraTrees_Classifier,0.96498550215271,0.909602532536053,0.912508784258608,0.960784192762987,0.872953557626195,0.877046848788477,0.658013346659771,0.3606735955873026,0.347646483907786,0.96498550215271,0.909602532536053,0.912508784258608,0.96498550215271,0.909602532536053,0.912508784258608,0.580097014568107,0.356358142712125,0.348304923512019,0.96498550215271,0.909602532536053,0.912508784258608
108,ExtraTrees_Classifier,0.997276162024426,0.916285613788251,0.920590302178496,0.997246836154309,0.88989735353111,0.895304004977907,0.9518600370966,0.41055135336492,0.404368019324874,0.997276162024426,0.916285613788251,0.92059030217849,0.997276162024426,0.916285613788251,0.920590302178496,0.914866132432171,0.3873126225967226,0.3825859364956935,0.997276162024426,0.916285613788251,0.920590302178496
109,ExtraTrees_Classifier,0.992004217555575,0.91171297924727,0.915319747013352,0.991829064726767,0.878523632965476,0.883732372604639,0.949382420182165,0.3771907389586756,0.368660754576701,0.992004217555575,0.91171297924727,0.915319747013352,0.992004217555575,0.91171297924727,0.915319747013352,0.90930654102534,0.3659025599340553,0.3601763722843553,0.992004217555575,0.91171297924727,0.915319747013352
110,ExtraTrees_Classifier,0.997320094895,0.91593387266971,0.924455375966268,0.997290749104853,0.889640406470456,0.90328518923482,0.951952923314434,0.410204944914739,0.428626198083067,0.997320094895,0.91593387266971,0.924455375966268,0.997320094895,0.91593387266971,0.924455375966268,0.914882175041341,0.3871828704233737,0.399662167373698,0.997320094895,0.91593387266971,0.924455375966268
111,ExtraTrees_Classifier,0.992751076355329,0.9110094970102,0.914968376669009,0.9926037024897,0.877045445478601,0.882987071165598,0.941784814556806,0.373037714193549,0.366384304755825,0.992751076355329,0.9110094970102,0.914968376669,0.992751076355329,0.9110094970102,0.914968376669009,0.89721312984936,0.363451579541898,0.35884303895102,0.992751076355329,0.9110094970102,0.914968376669009
112,Logistic_Regression,0.912881117652227,0.903622933520928,0.911103302881236,0.871349495588858,0.8578741005969,0.868722509421234,0.318491158529069,0.3164572554816457,0.3178280321137464,0.912881117652227,0.903622933520928,0.911103302881236,0.912881117652227,0.903622933520928,0.911103302881236,0.33350322799864,0.333333333333333,0.333333333333333,0.912881117652227,0.903622933520928,0.911103302881236
113,Logistic_Regression,0.914286969510587,0.906436862469222,0.912508784258608,0.878859049723296,0.869355091950424,0.875274188101925,0.3456376323102799,0.352913046676966,0.340761066890099,0.914286969510587,0.906436862469222,0.912508784258608,0.914286969510587,0.906436862469222,0.912508784258608,0.347094016263771,0.351903159083797,0.3446905771950121,0.914286969510587,0.906436862469222,0.912508784258608
114,Logistic_Regression,0.91424303664001,0.906436862469222,0.91040056219255,0.879198982514294,0.869911214315029,0.874086003754434,0.347062306051992,0.3549022197743591,0.339870004715917,0.91424303664001,0.906436862469222,0.91040056219255,0.91424303664001,0.906436862469222,0.91040056219255,0.347847233935289,0.3529988971065265,0.343919269829026,0.91424303664001,0.906436862469222,0.91040056219255
115,Logistic_Regression,0.935814076091731,0.916285613788251,0.922698524244553,0.92608626429464,0.905157878871098,0.911643752193956,0.494412874220802,0.4660496927087,0.4649618355500708,0.935814076091731,0.916285613788251,0.922698524244553,0.935814076091731,0.916285613788251,0.922698524244553,0.460497405267411,0.4410037857104694,0.438777220722457,0.935814076091731,0.916285613788251,0.922698524244553
116,Logistic_Regression,0.928872682541077,0.917692578262398,0.924806746310611,0.915311760806543,0.901310339224837,0.911277516845095,0.464112240397693,0.4495119560401652,0.4595175115094549,0.928872682541077,0.917692578262398,0.924806746310611,0.928872682541077,0.917692578262398,0.924806746310611,0.431961675531312,0.420703771972004,0.42991027124309,0.928872682541077,0.917692578262398,0.924806746310611
117,Logistic_Regression,0.927203233459274,0.916285613788251,0.925158116654954,0.913905159890569,0.901335006611148,0.912346797686368,0.4616165129049049,0.452008226740745,0.46310591885038,0.927203233459274,0.916285613788251,0.925158116654954,0.927203233459274,0.916285613788251,0.925158116654954,0.4310443522705786,0.424567715369526,0.433653168787761,0.927203233459274,0.916285613788251,0.925158116654954
118,Logistic_Regression,0.935286881644846,0.92402391839606,0.931131412508784,0.926110131181853,0.913686736060387,0.921669688970863,0.4955325387825912,0.483947321491296,0.4889583030185445,0.935286881644846,0.92402391839606,0.931131412508784,0.935286881644846,0.92402391839606,0.931131412508784,0.4630742309678481,0.45481571375144,0.458729399665766,0.935286881644846,0.92402391839606,0.931131412508784
119,Logistic_Regression,0.933617432563043,0.923672177277523,0.931131412508784,0.924053598355745,0.91296052875692,0.921242293043789,0.490407719959821,0.4818859779347713,0.487249351955234,0.933617432563043,0.923672177277523,0.931131412508784,0.933617432563043,0.923672177277523,0.931131412508784,0.4586183104159509,0.4524944855326326,0.456319835454428,0.933617432563043,0.923672177277523,0.931131412508784
